"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.780983484565802,"test",0.951612903225806,0.6
"2",0,"affect",0.181898171048402,"test",0.0161290322580645,0.6
"3",0,"enable",0.0295172173723875,"test",0.0161290322580645,0.6
"4",0,"cause",0.0076011270134084,"test",0.0161290322580645,0.6
"5",1,"no_difference",0.174367382985738,"train",0.0967741935483871,0.6
"6",1,"affect",0.430989770636134,"train",0.112903225806452,0.6
"7",1,"enable",0.279789790908006,"train",0.758064516129032,0.6
"8",1,"cause",0.114853055470122,"train",0.032258064516129,0.6
"9",2,"no_difference",0.22039235378719,"test",0.629032258064516,0.6
"10",2,"affect",0.450926120792223,"test",0.241935483870968,0.6
"11",2,"enable",0.239688076826876,"test",0.032258064516129,0.6
"12",2,"cause",0.088993448593711,"test",0.0967741935483871,0.6
"13",3,"no_difference",0.180375786697156,"test",0.0483870967741935,0.6
"14",3,"affect",0.434114656082487,"test",0.354838709677419,0.6
"15",3,"enable",0.274286679098348,"test",0.112903225806452,0.6
"16",3,"cause",0.111222878122009,"test",0.483870967741935,0.6
"17",4,"no_difference",0.218943084774914,"train",0.580645161290323,0.6
"18",4,"affect",0.450520756296728,"train",0.290322580645161,0.6
"19",4,"enable",0.240859290077128,"train",0.0967741935483871,0.6
"20",4,"cause",0.0896768688512299,"train",0.032258064516129,0.6
"21",5,"no_difference",0.0233249961332797,"train",0.0161290322580645,0.6
"22",5,"affect",0.124649116282137,"train",0.0645161290322581,0.6
"23",5,"enable",0.315723344008787,"train",0.0967741935483871,0.6
"24",5,"cause",0.536302543575797,"train",0.82258064516129,0.6
"25",6,"no_difference",0.0487917594156857,"test",0.0645161290322581,0.6
"26",6,"affect",0.221169558034577,"test",0.435483870967742,0.6
"27",6,"enable",0.375747074203687,"test",0.193548387096774,0.6
"28",6,"cause",0.35429160834605,"test",0.306451612903226,0.6
"29",7,"no_difference",0.220830594012454,"test",0.209677419354839,0.6
"30",7,"affect",0.451754971124267,"test",0.0483870967741935,0.6
"31",7,"enable",0.239048530379759,"test",0.725806451612903,0.6
"32",7,"cause",0.0883659044835205,"test",0.0161290322580645,0.6
"33",8,"no_difference",0.158010058432952,"train",0.032258064516129,0.6
"34",8,"affect",0.419108388732331,"train",0.306451612903226,0.6
"35",8,"enable",0.295587727607865,"train",0.258064516129032,0.6
"36",8,"cause",0.127293825226853,"train",0.403225806451613,0.6
"37",9,"no_difference",0.00596354305027644,"train",0.0806451612903226,0.6
"38",9,"affect",0.0358757107818895,"train",0.161290322580645,0.6
"39",9,"enable",0.138045400482139,"train",0.112903225806452,0.6
