"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.654144285700434,"test",0.951612903225806,0.9
"2",0,"affect",0.290900737285932,"test",0.0161290322580645,0.9
"3",0,"enable",0.0456247999333712,"test",0.0161290322580645,0.9
"4",0,"cause",0.00933017708026311,"test",0.0161290322580645,0.9
"5",1,"no_difference",0.135888361316385,"train",0.0967741935483871,0.9
"6",1,"affect",0.451457403275806,"train",0.112903225806452,0.9
"7",1,"enable",0.310233138400018,"train",0.758064516129032,0.9
"8",1,"cause",0.102421097007791,"train",0.032258064516129,0.9
"9",2,"no_difference",0.356599649356315,"test",0.629032258064516,0.9
"10",2,"affect",0.476467470565412,"test",0.241935483870968,0.9
"11",2,"enable",0.135435994702114,"test",0.032258064516129,0.9
"12",2,"cause",0.0314968853761581,"test",0.0967741935483871,0.9
"13",3,"no_difference",0.195034199878775,"test",0.0483870967741935,0.9
"14",3,"affect",0.491542872166251,"test",0.354838709677419,0.9
"15",3,"enable",0.244385693815427,"test",0.112903225806452,0.9
"16",3,"cause",0.0690372341395476,"test",0.483870967741935,0.9
"17",4,"no_difference",0.3205339062921,"test",0.580645161290323,0.9
"18",4,"affect",0.488987001100135,"test",0.290322580645161,0.9
"19",4,"enable",0.153688831120869,"test",0.0967741935483871,0.9
"20",4,"cause",0.0367902614868949,"test",0.032258064516129,0.9
"21",5,"no_difference",0.0932918261063046,"test",0.0161290322580645,0.9
"22",5,"affect",0.38637253845783,"test",0.0645161290322581,0.9
"23",5,"enable",0.368772684592432,"test",0.0967741935483871,0.9
"24",5,"cause",0.151562950843433,"test",0.82258064516129,0.9
"25",6,"no_difference",0.072196524909896,"test",0.0645161290322581,0.9
"26",6,"affect",0.336944560617936,"test",0.435483870967742,0.9
"27",6,"enable",0.396912760126396,"test",0.193548387096774,0.9
"28",6,"cause",0.193946154345772,"test",0.306451612903226,0.9
"29",7,"no_difference",0.213560814179021,"test",0.209677419354839,0.9
"30",7,"affect",0.496276602590085,"test",0.0483870967741935,0.9
"31",7,"enable",0.227869630121452,"test",0.725806451612903,0.9
"32",7,"cause",0.062292953109442,"test",0.0161290322580645,0.9
"33",8,"no_difference",0.0816299495388629,"train",0.032258064516129,0.9
"34",8,"affect",0.36524619134033,"train",0.306451612903226,0.9
"35",8,"enable",0.385797364798806,"train",0.258064516129032,0.9
"36",8,"cause",0.167326494322001,"train",0.403225806451613,0.9
"37",9,"no_difference",0.0200122332077618,"train",0.0806451612903226,0.9
"38",9,"affect",0.136646695478801,"train",0.161290322580645,0.9
"39",9,"enable",0.376290277019345,"train",0.112903225806452,0.9
"40",9,"cause",0.467050794294092,"train",0.645161290322581,0.9
"41",10,"no_difference",0.0391596034371945,"train",0.032258064516129,0.9
"42",10,"affect",0.231246226638702,"train",0.483870967741935,0.9
"43",10,"enable",0.42483614828731,"train",0.193548387096774,0.9
"44",10,"cause",0.304758021636794,"train",0.290322580645161,0.9
"45",11,"no_difference",0.0334531059056016,"train",0.0161290322580645,0.9
"46",11,"affect",0.205877116455361,"train",0.258064516129032,0.9
"47",11,"enable",0.419988128032082,"train",0.532258064516129,0.9
"48",11,"cause",0.340681649606955,"train",0.193548387096774,0.9
"49",12,"no_difference",0.00840234454580861,"train",0,0.9
"50",12,"affect",0.0631045941554867,"train",0.0161290322580645,0.9
"51",12,"enable",0.249810884056323,"train",0.0645161290322581,0.9
"52",12,"cause",0.678682177242381,"train",0.919354838709677,0.9
"53",13,"no_difference",0.00632440505053639,"train",0.0161290322580645,0.9
