"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.867144306057568,"test",0.951612903225806,0.9
"2",0,"affect",0.114053891173555,"test",0.0161290322580645,0.9
"3",0,"enable",0.013130486563328,"test",0.0161290322580645,0.9
"4",0,"cause",0.00567131620554897,"test",0.0161290322580645,0.9
"5",1,"no_difference",0.0679295748361284,"test",0.0967741935483871,0.9
"6",1,"affect",0.295934066578943,"test",0.112903225806452,0.9
"7",1,"enable",0.289856988667163,"test",0.758064516129032,0.9
"8",1,"cause",0.346279369917766,"test",0.032258064516129,0.9
"9",2,"no_difference",0.529444757698956,"train",0.629032258064516,0.9
"10",2,"affect",0.370121714008514,"train",0.241935483870968,0.9
"11",2,"enable",0.0682722630651991,"train",0.032258064516129,0.9
"12",2,"cause",0.0321612652273309,"train",0.0967741935483871,0.9
"13",3,"no_difference",0.246637852551289,"test",0.0483870967741935,0.9
"14",3,"affect",0.476217557361571,"test",0.354838709677419,0.9
"15",3,"enable",0.174593700777703,"test",0.112903225806452,0.9
"16",3,"cause",0.102550889309438,"test",0.483870967741935,0.9
"17",4,"no_difference",0.461117817537934,"train",0.580645161290323,0.9
"18",4,"affect",0.41089871367163,"train",0.290322580645161,0.9
"19",4,"enable",0.0861241904428485,"train",0.0967741935483871,0.9
"20",4,"cause",0.0418592783475878,"train",0.032258064516129,0.9
"21",5,"no_difference",0.0385351792771152,"train",0.0161290322580645,0.9
"22",5,"affect",0.20356337817702,"train",0.0645161290322581,0.9
"23",5,"enable",0.273488136913143,"train",0.0967741935483871,0.9
"24",5,"cause",0.484413305632721,"train",0.82258064516129,0.9
"25",6,"no_difference",0.0729756299433965,"train",0.0645161290322581,0.9
"26",6,"affect",0.311405078008683,"train",0.435483870967742,0.9
"27",6,"enable",0.290858641677669,"train",0.193548387096774,0.9
"28",6,"cause",0.324760650370251,"train",0.306451612903226,0.9
"29",7,"no_difference",0.140666465821442,"test",0.209677419354839,0.9
"30",7,"affect",0.419874929578511,"test",0.0483870967741935,0.9
"31",7,"enable",0.247959343979044,"test",0.725806451612903,0.9
"32",7,"cause",0.191499260621003,"test",0.0161290322580645,0.9
"33",8,"no_difference",0.182209189128544,"train",0.032258064516129,0.9
"34",8,"affect",0.457870494300582,"train",0.306451612903226,0.9
"35",8,"enable",0.216385360513352,"train",0.258064516129032,0.9
"36",8,"cause",0.143534956057522,"train",0.403225806451613,0.9
"37",9,"no_difference",0.00432573503201285,"train",0.0806451612903226,0.9
"38",9,"affect",0.0291963755324815,"train",0.161290322580645,0.9
"39",9,"enable",0.0706599738849792,"train",0.112903225806452,0.9
"40",9,"cause",0.895817915550526,"train",0.645161290322581,0.9
"41",10,"no_difference",0.0630906023811828,"train",0.032258064516129,0.9
"42",10,"affect",0.286717589106296,"train",0.483870967741935,0.9
"43",10,"enable",0.293522218311855,"train",0.193548387096774,0.9
"44",10,"cause",0.356669590200667,"train",0.290322580645161,0.9
