"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.786348859102435,"train",0.951612903225806,1.5
"2",0,"affect",0.154565384618681,"train",0.0161290322580645,1.5
"3",0,"enable",0.0479595555148085,"train",0.0161290322580645,1.5
"4",0,"cause",0.0111262007640747,"train",0.0161290322580645,1.5
"5",1,"no_difference",0.184636418945869,"train",0.0967741935483871,1.5
"6",1,"affect",0.309524874383376,"train",0.112903225806452,1.5
"7",1,"enable",0.35062297570618,"train",0.758064516129032,1.5
"8",1,"cause",0.155215730964575,"train",0.032258064516129,1.5
"9",2,"no_difference",0.623463699862314,"train",0.629032258064516,1.5
"10",2,"affect",0.253663583092323,"train",0.241935483870968,1.5
"11",2,"enable",0.0983614472442027,"train",0.032258064516129,1.5
"12",2,"cause",0.0245112698011604,"train",0.0967741935483871,1.5
"13",3,"no_difference",0.290808452229112,"train",0.0483870967741935,1.5
"14",3,"affect",0.348129732067727,"train",0.354838709677419,1.5
"15",3,"enable",0.268995141441031,"train",0.112903225806452,1.5
"16",3,"cause",0.0920666742621301,"train",0.483870967741935,1.5
"17",4,"no_difference",0.3855136911723,"test",0.580645161290323,1.5
"18",4,"affect",0.34491452561277,"test",0.290322580645161,1.5
"19",4,"enable",0.207512323828552,"test",0.0967741935483871,1.5
"20",4,"cause",0.0620594593863784,"test",0.032258064516129,1.5
"21",5,"no_difference",0.206554208847653,"test",0.0161290322580645,1.5
"22",5,"affect",0.321776182524959,"test",0.0645161290322581,1.5
"23",5,"enable",0.333093149833015,"test",0.0967741935483871,1.5
"24",5,"cause",0.138576458794374,"test",0.82258064516129,1.5
"25",6,"no_difference",0.208439466606253,"train",0.0645161290322581,1.5
"26",6,"affect",0.322766871755896,"train",0.435483870967742,1.5
"27",6,"enable",0.331604965654854,"train",0.193548387096774,1.5
"28",6,"cause",0.137188695982998,"train",0.306451612903226,1.5
"29",7,"no_difference",0.254247845498953,"train",0.209677419354839,1.5
"30",7,"affect",0.341033939087475,"train",0.0483870967741935,1.5
"31",7,"enable",0.296005598498264,"train",0.725806451612903,1.5
