"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.771494494140819,"test",0.951612903225806,1.5
"2",0,"affect",0.186074307271208,"test",0.0161290322580645,1.5
"3",0,"enable",0.0357125133513236,"test",0.0161290322580645,1.5
"4",0,"cause",0.00671868523664882,"test",0.0161290322580645,1.5
"5",1,"no_difference",0.136417999864311,"train",0.0967741935483871,1.5
"6",1,"affect",0.377073385121065,"train",0.112903225806452,1.5
"7",1,"enable",0.360195070649902,"train",0.758064516129032,1.5
"8",1,"cause",0.126313544364721,"train",0.032258064516129,1.5
"9",2,"no_difference",0.512496748686207,"train",0.629032258064516,1.5
"10",2,"affect",0.362571534598798,"train",0.241935483870968,1.5
"11",2,"enable",0.103587962377852,"train",0.032258064516129,1.5
"12",2,"cause",0.0213437543371432,"train",0.0967741935483871,1.5
"13",3,"no_difference",0.231768848938721,"train",0.0483870967741935,1.5
"14",3,"affect",0.436947518686066,"train",0.354838709677419,1.5
"15",3,"enable",0.261019731327624,"train",0.112903225806452,1.5
"16",3,"cause",0.0702639010475894,"train",0.483870967741935,1.5
"17",4,"no_difference",0.279699796058944,"test",0.580645161290323,1.5
"18",4,"affect",0.442050458554997,"test",0.290322580645161,1.5
"19",4,"enable",0.222651614565962,"test",0.0967741935483871,1.5
"20",4,"cause",0.0555981308200972,"test",0.032258064516129,1.5
"21",5,"no_difference",0.103036263577174,"test",0.0161290322580645,1.5
"22",5,"affect",0.327547381149636,"test",0.0645161290322581,1.5
"23",5,"enable",0.398243226011476,"test",0.0967741935483871,1.5
"24",5,"cause",0.171173129261714,"test",0.82258064516129,1.5
"25",6,"no_difference",0.104441069257159,"test",0.0645161290322581,1.5
"26",6,"affect",0.329888778074424,"test",0.435483870967742,1.5
"27",6,"enable",0.396716121613693,"test",0.193548387096774,1.5
"28",6,"cause",0.168954031054724,"test",0.306451612903226,1.5
"29",7,"no_difference",0.185638329778299,"train",0.209677419354839,1.5
"30",7,"affect",0.417681603516601,"train",0.0483870967741935,1.5
"31",7,"enable",0.305433443688231,"train",0.725806451612903,1.5
"32",7,"cause",0.0912466230168676,"train",0.0161290322580645,1.5
"33",8,"no_difference",0.218619897715242,"test",0.032258064516129,1.5
"34",8,"affect",0.433162908596071,"test",0.306451612903226,1.5
"35",8,"enable",0.272851232143541,"test",0.258064516129032,1.5
"36",8,"cause",0.0753659615451458,"test",0.403225806451613,1.5
"37",9,"no_difference",0.0427376346487328,"test",0.0806451612903226,1.5
"38",9,"affect",0.187477335562096,"test",0.161290322580645,1.5
"39",9,"enable",0.431810882786256,"test",0.112903225806452,1.5
"40",9,"cause",0.337974147002916,"test",0.645161290322581,1.5
"41",10,"no_difference",0.109713003155933,"test",0.032258064516129,1.5
"42",10,"affect",0.3417874053773,"test",0.483870967741935,1.5
"43",10,"enable",0.391842027600612,"test",0.193548387096774,1.5
"44",10,"cause",0.156657563866156,"test",0.290322580645161,1.5
"45",11,"no_difference",0.0984338816446396,"train",0.0161290322580645,1.5
"46",11,"affect",0.322790280719582,"train",0.258064516129032,1.5
"47",11,"enable",0.404786672795621,"train",0.532258064516129,1.5
"48",11,"cause",0.173989164840157,"train",0.193548387096774,1.5
"49",12,"no_difference",0.0113406052374361,"train",0,1.5
"50",12,"affect",0.0599137827920302,"train",0.0161290322580645,1.5
"51",12,"enable",0.263076764381936,"train",0.0645161290322581,1.5
"52",12,"cause",0.665668847588598,"train",0.919354838709677,1.5
"53",13,"no_difference",0.0113406052374361,"train",0.0161290322580645,1.5
"54",13,"affect",0.0599137827920302,"train",0.209677419354839,1.5
"55",13,"enable",0.263076764381936,"train",0.193548387096774,1.5
"56",13,"cause",0.665668847588598,"train",0.580645161290323,1.5
"57",14,"no_difference",0.0122839210777,"test",0.0161290322580645,1.5
"58",14,"affect",0.064518525878898,"test",0.370967741935484,1.5
"59",14,"enable",0.275788150385942,"test",0.370967741935484,1.5
"60",14,"cause",0.64740940265746,"test",0.241935483870968,1.5
"61",15,"no_difference",0.0128123510923582,"train",0,1.5
"62",15,"affect",0.067073910691518,"train",0.193548387096774,1.5
"63",15,"enable",0.282518399339054,"train",0.145161290322581,1.5
"64",15,"cause",0.63759533887707,"train",0.661290322580645,1.5
"65",16,"no_difference",0.0970142922881878,"test",0.0161290322580645,1.5
"66",16,"affect",0.320091242890227,"test",0.129032258064516,1.5
"67",16,"enable",0.406316534917476,"test",0.112903225806452,1.5
"68",16,"cause",0.176577929904109,"test",0.741935483870968,1.5
"69",17,"no_difference",0.241664145233361,"train",0.0967741935483871,1.5
"70",17,"affect",0.439213139866331,"train",0.661290322580645,1.5
"71",17,"enable",0.252411104616033,"train",0.17741935483871,1.5
"72",17,"cause",0.0667116102842748,"train",0.0645161290322581,1.5
"73",18,"no_difference",0.0358852242146053,"train",0.032258064516129,1.5
"74",18,"affect",0.162845244646752,"train",0.032258064516129,1.5
"75",18,"enable",0.419085102836743,"train",0.887096774193548,1.5
"76",18,"cause",0.3821844283019,"train",0.0483870967741935,1.5
"77",19,"no_difference",0.104395250491412,"train",0.0967741935483871,1.5
"78",19,"affect",0.333579777030688,"train",0.354838709677419,1.5
"79",19,"enable",0.398101542123035,"train",0.290322580645161,1.5
"80",19,"cause",0.163923430354866,"train",0.258064516129032,1.5
"81",20,"no_difference",0.104328371473074,"test",0.17741935483871,1.5
"82",20,"affect",0.333911489207727,"test",0.580645161290323,1.5
"83",20,"enable",0.398099025995767,"test",0.0645161290322581,1.5
