"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.860811662178967,"train",0.951612903225806,1.1
"2",0,"affect",0.11300651932333,"train",0.0161290322580645,1.1
"3",0,"enable",0.019675254632002,"train",0.0161290322580645,1.1
"4",0,"cause",0.00650656386570115,"train",0.0161290322580645,1.1
"5",1,"no_difference",0.253521573248984,"test",0.0967741935483871,1.1
"6",1,"affect",0.416438568102399,"test",0.112903225806452,1.1
"7",1,"enable",0.222703583845389,"test",0.758064516129032,1.1
"8",1,"cause",0.107336274803227,"test",0.032258064516129,1.1
"9",2,"no_difference",0.485143454834735,"test",0.629032258064516,1.1
"10",2,"affect",0.364735739379431,"test",0.241935483870968,1.1
"11",2,"enable",0.108854331267055,"test",0.032258064516129,1.1
"12",2,"cause",0.041266474518779,"test",0.0967741935483871,1.1
"13",3,"no_difference",0.240377195504216,"test",0.0483870967741935,1.1
"14",3,"affect",0.415243352422031,"test",0.354838709677419,1.1
"15",3,"enable",0.230945031292798,"test",0.112903225806452,1.1
"16",3,"cause",0.113434420780955,"test",0.483870967741935,1.1
"17",4,"no_difference",0.383277088590484,"train",0.580645161290323,1.1
"18",4,"affect",0.405634215801225,"train",0.290322580645161,1.1
"19",4,"enable",0.149896153954448,"train",0.0967741935483871,1.1
"20",4,"cause",0.0611925416538432,"train",0.032258064516129,1.1
"21",5,"no_difference",0.10997331426363,"train",0.0161290322580645,1.1
"22",5,"affect",0.315617829417544,"train",0.0645161290322581,1.1
"23",5,"enable",0.326323160075508,"train",0.0967741935483871,1.1
"24",5,"cause",0.248085696243318,"train",0.82258064516129,1.1
"25",6,"no_difference",0.110171465638506,"train",0.0645161290322581,1.1
"26",6,"affect",0.315915697060735,"train",0.435483870967742,1.1
"27",6,"enable",0.32620729317619,"train",0.193548387096774,1.1
"28",6,"cause",0.24770554412457,"train",0.306451612903226,1.1
"29",7,"no_difference",0.380142060989204,"test",0.209677419354839,1.1
"30",7,"affect",0.405356586925267,"test",0.0483870967741935,1.1
"31",7,"enable",0.152047567468666,"test",0.725806451612903,1.1
"32",7,"cause",0.0624537846168624,"test",0.0161290322580645,1.1
"33",8,"no_difference",0.187265928739369,"test",0.032258064516129,1.1
"34",8,"affect",0.393595708773211,"test",0.306451612903226,1.1
"35",8,"enable",0.269625431953349,"test",0.258064516129032,1.1
"36",8,"cause",0.149512930534071,"test",0.403225806451613,1.1
"37",9,"no_difference",0.0311105970191019,"test",0.0806451612903226,1.1
"38",9,"affect",0.130617644460393,"test",0.161290322580645,1.1
