"","trial","response","model_y","half","data_y","unoise"
"1",0,"no_difference",0.759877320176978,"test",0.951612903225806,1.1
"2",0,"affect",0.187515845963505,"test",0.0161290322580645,1.1
"3",0,"enable",0.0439473402046033,"test",0.0161290322580645,1.1
"4",0,"cause",0.00865949365491341,"test",0.0161290322580645,1.1
"5",1,"no_difference",0.124686212725795,"train",0.0967741935483871,1.1
"6",1,"affect",0.323422663555382,"train",0.112903225806452,1.1
"7",1,"enable",0.389626530019563,"train",0.758064516129032,1.1
"8",1,"cause",0.16226459369926,"train",0.032258064516129,1.1
"9",2,"no_difference",0.468248936666655,"train",0.629032258064516,1.1
"10",2,"affect",0.364976250885007,"train",0.241935483870968,1.1
"11",2,"enable",0.136206069891584,"train",0.032258064516129,1.1
"12",2,"cause",0.030568742556754,"train",0.0967741935483871,1.1
"13",3,"no_difference",0.385342760823104,"test",0.0483870967741935,1.1
"14",3,"affect",0.395510236343712,"test",0.354838709677419,1.1
"15",3,"enable",0.176822456944257,"test",0.112903225806452,1.1
"16",3,"cause",0.0423245458889268,"test",0.483870967741935,1.1
"17",4,"no_difference",0.388321248634983,"train",0.580645161290323,1.1
"18",4,"affect",0.394622805894834,"train",0.290322580645161,1.1
"19",4,"enable",0.175213922437089,"train",0.0967741935483871,1.1
"20",4,"cause",0.0418420230330935,"train",0.032258064516129,1.1
"21",5,"no_difference",0.0496038721941517,"train",0.0161290322580645,1.1
"22",5,"affect",0.179339735715037,"train",0.0645161290322581,1.1
"23",5,"enable",0.422600847960313,"train",0.0967741935483871,1.1
"24",5,"cause",0.348455544130498,"train",0.82258064516129,1.1
"25",6,"no_difference",0.0497366953864892,"test",0.0645161290322581,1.1
"26",6,"affect",0.179704118187598,"test",0.435483870967742,1.1
"27",6,"enable",0.422744823049447,"test",0.193548387096774,1.1
"28",6,"cause",0.347814363376466,"test",0.306451612903226,1.1
"29",7,"no_difference",0.146424105094706,"train",0.209677419354839,1.1
