,split,model,caused_version,enabled_version,affected_version,model_params,trial,verb,model_pred,data_val,use
30,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",6,didn't affect,0.02273952394976864,0.06451612903225806,train
31,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",7,didn't affect,0.030043325087003813,0.20967741935483872,test
32,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",10,caused,0.23943873790525,0.2903225806451613,train
33,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",8,caused,0.14687601702052758,0.4032258064516129,test
34,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",10,enabled,0.3054613609376222,0.1935483870967742,train
35,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",8,enabled,0.17170687524020573,0.25806451612903225,test
36,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",10,affected,0.418453717536557,0.4838709677419355,train
37,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",8,affected,0.563286741971706,0.3064516129032258,test
38,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",10,didn't affect,0.03664618362057062,0.03225806451612903,train
39,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",8,didn't affect,0.11813036576756063,0.03225806451612903,test
40,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",14,caused,0.26901696497794314,0.24193548387096775,train
41,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",9,caused,0.30483096986863106,0.6451612903225806,test
42,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",14,enabled,0.35416869686747,0.3709677419354839,train
43,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",9,enabled,0.30483096986863123,0.11290322580645161,test
44,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",14,affected,0.35417259274456286,0.3709677419354839,train
45,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",9,affected,0.3627431201730758,0.16129032258064516,test
46,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",14,didn't affect,0.02264174541002387,0.016129032258064516,train
47,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",9,didn't affect,0.027594940089662012,0.08064516129032258,test
48,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",17,caused,0.08836612730979462,0.06451612903225806,train
49,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",11,caused,0.2668451513507593,0.1935483870967742,test
50,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",17,enabled,0.10771490906210776,0.1774193548387097,train
51,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",11,enabled,0.3504466145732335,0.532258064516129,test
52,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",17,affected,0.5943013452661513,0.6612903225806451,train
53,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",11,affected,0.35917505307718983,0.25806451612903225,test
54,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",17,didn't affect,0.20961761836194626,0.0967741935483871,train
55,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",11,didn't affect,0.023533180998817328,0.016129032258064516,test
56,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",19,caused,0.24872792565279234,0.25806451612903225,train
57,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",12,caused,0.3263784414317628,0.9193548387096774,test
58,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",19,enabled,0.32033385730443475,0.2903225806451613,train
59,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",12,enabled,0.3263784414317629,0.06451612903225806,test
60,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",19,affected,0.39914410057261696,0.3548387096774194,train
61,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",12,affected,0.3263784414317629,0.016129032258064516,test
62,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",19,didn't affect,0.03179411647015601,0.0967741935483871,train
63,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",12,didn't affect,0.020864675704711278,0.0,test
64,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",20,caused,0.16483655693874757,0.1774193548387097,train
65,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",13,caused,0.26901793072892743,0.5806451612903226,test
66,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",20,enabled,0.16483655693874766,0.06451612903225806,train
67,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",13,enabled,0.35417035789404605,0.1935483870967742,test
68,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",20,affected,0.5521084083649666,0.5806451612903226,train
69,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",13,affected,0.35417035789404605,0.20967741935483872,test
70,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",20,didn't affect,0.11821847775753822,0.1774193548387097,train
71,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",13,didn't affect,0.022641353482980523,0.016129032258064516,test
72,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",21,caused,0.26901793072892743,0.24193548387096775,train
73,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",15,caused,0.32636059977869075,0.6612903225806451,test
74,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",21,enabled,0.35417035789404605,0.4838709677419355,train
75,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",15,enabled,0.32636059977869086,0.14516129032258066,test
76,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",21,affected,0.35417035789404605,0.24193548387096775,train
77,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",15,affected,0.326409067926429,0.1935483870967742,test
78,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",21,didn't affect,0.022641353482980523,0.03225806451612903,train
79,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",15,didn't affect,0.0208697325161893,0.0,test
80,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",22,caused,0.05364049487283791,0.0,train
81,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",16,caused,0.3263784414317628,0.7419354838709677,test
82,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",22,enabled,0.05364049487283791,0.016129032258064516,train
83,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",16,enabled,0.3263784414317629,0.11290322580645161,test
84,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",22,affected,0.05364049487283791,0.0,train
85,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",16,affected,0.3263784414317629,0.12903225806451613,test
86,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",22,didn't affect,0.8390785153814864,0.9838709677419355,train
87,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",16,didn't affect,0.020864675704711278,0.016129032258064516,test
88,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",23,caused,0.05364049487283791,0.016129032258064516,train
89,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",18,caused,0.030043325087003813,0.04838709677419355,test
90,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",23,enabled,0.05364049487283791,0.016129032258064516,train
91,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",18,enabled,0.46995667491299625,0.8870967741935484,test
92,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",23,affected,0.05364049487283791,0.0,train
93,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",18,affected,0.46995667491299625,0.03225806451612903,test
94,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",23,didn't affect,0.8390785153814864,0.967741935483871,train
95,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",18,didn't affect,0.030043325087003813,0.03225806451612903,test
96,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",24,caused,0.26901793072892743,0.1774193548387097,train
97,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",27,caused,0.2529333131482341,0.20967741935483872,test
98,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",24,enabled,0.35417035789404605,0.2903225806451613,train
99,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",27,enabled,0.32718566563623036,0.3548387096774194,test
100,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",24,affected,0.35417035789404605,0.5,train
101,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",27,affected,0.3901411296605613,0.3548387096774194,test
102,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",24,didn't affect,0.022641353482980523,0.03225806451612903,train
103,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",27,didn't affect,0.02973989155497421,0.08064516129032258,test
104,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",25,caused,0.030043325087003813,0.016129032258064516,train
105,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",28,caused,0.07843883215781017,0.11290322580645161,test
106,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",25,enabled,0.46995667491299625,0.7741935483870968,train
107,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",28,enabled,0.0784388321578102,0.0,test
108,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",25,affected,0.46995667491299625,0.04838709677419355,train
109,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",28,affected,0.5743091630277948,0.5,test
110,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",25,didn't affect,0.030043325087003813,0.16129032258064516,train
111,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",28,didn't affect,0.26881317265658494,0.3870967741935484,test
112,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",26,caused,0.30274491088585875,0.41935483870967744,train
113,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",29,caused,0.05364049487283791,0.016129032258064516,test
114,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",26,enabled,0.30274491088585886,0.11290322580645161,train
115,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",29,enabled,0.05364049487283791,0.0,test
116,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",26,affected,0.366193935934188,0.46774193548387094,train
117,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",29,affected,0.05364049487283791,0.0,test
118,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",26,didn't affect,0.02831624229409438,0.0,train
119,0,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.1, 1.0, 0.9, 0.9, None, 2.75]",29,didn't affect,0.8390785153814864,0.9838709677419355,test
120,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",2,caused,0.03792909001062177,0.0967741935483871,train
121,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",0,caused,0.06586533165027292,0.016129032258064516,test
122,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",2,enabled,0.03792909001062177,0.03225806451612903,train
123,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",0,enabled,0.06586533165027292,0.016129032258064516,test
124,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",2,affected,0.4620709099893782,0.24193548387096775,train
125,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",0,affected,0.06586533165027292,0.016129032258064516,test
126,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",2,didn't affect,0.4620709099893782,0.6290322580645161,train
127,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",0,didn't affect,0.8024040050491812,0.9516129032258065,test
128,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",3,caused,0.17713074200378182,0.4838709677419355,train
129,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",1,caused,0.03792909001062177,0.03225806451612903,test
130,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",3,enabled,0.1771307420037819,0.11290322580645161,train
131,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",1,enabled,0.4620709099893782,0.7580645161290323,test
132,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",3,affected,0.5202909192805041,0.3548387096774194,train
133,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",1,affected,0.4620709099893782,0.11290322580645161,test
134,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",3,didn't affect,0.12544759671193212,0.04838709677419355,train
135,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",1,didn't affect,0.03792909001062177,0.0967741935483871,test
136,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",5,caused,0.3244556851762633,0.8225806451612904,train
137,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",4,caused,0.13865943225790886,0.03225806451612903,test
138,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",5,enabled,0.32445568517626344,0.0967741935483871,train
139,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",4,enabled,0.1386594322579089,0.0967741935483871,test
140,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",5,affected,0.32445568517626344,0.06451612903225806,train
141,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",4,affected,0.5461211289396847,0.2903225806451613,test
142,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",5,didn't affect,0.026632944471209726,0.016129032258064516,train
143,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",4,didn't affect,0.1765600065444974,0.5806451612903226,test
144,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",6,caused,0.2667301110547551,0.3064516129032258,train
145,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",7,caused,0.03792909001062177,0.016129032258064516,test
146,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",6,enabled,0.34045580650207263,0.1935483870967742,train
147,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",7,enabled,0.4620709099893782,0.7258064516129032,test
148,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",6,affected,0.361334935426026,0.43548387096774194,train
149,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",7,affected,0.4620709099893782,0.04838709677419355,test
150,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",6,didn't affect,0.0314791470171462,0.06451612903225806,train
151,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",7,didn't affect,0.03792909001062177,0.20967741935483872,test
152,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",8,caused,0.15484595720541647,0.4032258064516129,train
153,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",9,caused,0.2928165359963173,0.6451612903225806,test
154,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",8,enabled,0.17811524743235804,0.25806451612903225,train
155,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",9,enabled,0.2928165359963175,0.11290322580645161,test
156,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",8,affected,0.5350877746831021,0.3064516129032258,train
157,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",9,affected,0.37495508890930473,0.16129032258064516,test
158,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",8,didn't affect,0.13195102067912337,0.03225806451612903,train
159,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",9,didn't affect,0.03941183909806039,0.08064516129032258,test
160,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",10,caused,0.23785622119867106,0.2903225806451613,train
161,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",12,caused,0.3244556851762633,0.9193548387096774,test
162,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",10,enabled,0.29490945543888464,0.1935483870967742,train
163,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",12,enabled,0.32445568517626344,0.06451612903225806,test
164,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",10,affected,0.4184880681415696,0.4838709677419355,train
165,1,semantics,and_hmu_or_ws,or_ws,or_whs,"[1.6, 1.0, 0.9, 0.9, None, 2.5]",12,affected,0.32445568517626344,0.016129032258064516,test
