,split,model,unoise,cause_soft,nap,so,use,trial,verb,model_pred,data_val
0,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,2,cause,0.035826786757954414,0.0967741935483871
1,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,2,enable,0.035826786757954414,0.03225806451612903
2,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,2,affect,0.4641732132420456,0.24193548387096775
3,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,2,no_difference,0.4641732132420456,0.6290322580645161
4,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,3,cause,0.1323222645451608,0.4838709677419355
5,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,3,enable,0.13232226454516086,0.11290322580645161
6,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,3,affect,0.5554146942721357,0.3548387096774194
7,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,3,no_difference,0.17994077663754254,0.04838709677419355
8,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,4,cause,0.0643702649139629,0.03225806451612903
9,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,4,enable,0.06437026491396292,0.0967741935483871
10,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,4,affect,0.5319540739753463,0.2903225806451613
11,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,4,no_difference,0.33930539619672784,0.5806451612903226
12,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,6,cause,0.25521059003015084,0.3064516129032258
13,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,6,enable,0.35804680748690676,0.1935483870967742
14,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,6,affect,0.35896514224519943,0.43548387096774194
15,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,6,no_difference,0.027777460237743024,0.06451612903225806
16,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,10,cause,0.23002940523803653,0.2903225806451613
17,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,10,enable,0.31054580242011853,0.1935483870967742
18,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,10,affect,0.4163421047367951,0.4838709677419355
19,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,10,no_difference,0.043082687605049956,0.03225806451612903
20,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,14,cause,0.25541618671781785,0.24193548387096775
21,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,14,enable,0.3584562279678335,0.3709677419354839
22,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,14,affect,0.35845990081797263,0.3709677419354839
23,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,14,no_difference,0.027667684496376042,0.016129032258064516
24,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,17,cause,0.0919724782317025,0.06451612903225806
25,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,17,enable,0.1169044634706117,0.1774193548387097
26,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,17,affect,0.5737681177866003,0.6612903225806451
27,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,17,no_difference,0.2173549405110855,0.0967741935483871
28,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,19,cause,0.23802824468306277,0.25806451612903225
29,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,19,enable,0.3251201899557276,0.2903225806451613
30,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,19,affect,0.3990479004649905,0.3548387096774194
31,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,19,no_difference,0.037803664896219225,0.0967741935483871
32,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,20,cause,0.17191329850876771,0.1774193548387097
33,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,20,enable,0.17191329850876783,0.06451612903225806
34,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,20,affect,0.5300389198776402,0.5806451612903226
35,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,20,no_difference,0.1261344831048242,0.1774193548387097
36,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,21,cause,0.25541701182485016,0.24193548387096775
37,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,21,enable,0.3584578718843335,0.4838709677419355
38,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,21,affect,0.3584578718843335,0.24193548387096775
39,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,21,no_difference,0.02766724440648285,0.03225806451612903
40,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,22,cause,0.06267219941896746,0.0
41,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,22,enable,0.06267219941896746,0.016129032258064516
42,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,22,affect,0.06267219941896746,0.0
43,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,22,no_difference,0.8119834017430976,0.9838709677419355
44,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,23,cause,0.06267219941896746,0.016129032258064516
45,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,23,enable,0.06267219941896746,0.016129032258064516
46,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,23,affect,0.06267219941896746,0.0
47,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,23,no_difference,0.8119834017430976,0.967741935483871
48,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,24,cause,0.25541701182485016,0.1774193548387097
49,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,24,enable,0.3584578718843335,0.2903225806451613
50,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,24,affect,0.3584578718843335,0.5
51,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,24,no_difference,0.02766724440648285,0.03225806451612903
52,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,25,cause,0.035826786757954414,0.016129032258064516
53,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,25,enable,0.4641732132420456,0.7741935483870968
54,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,25,affect,0.4641732132420456,0.04838709677419355
55,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,25,no_difference,0.035826786757954414,0.16129032258064516
56,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,26,cause,0.3026697582481809,0.41935483870967744
57,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,26,enable,0.302669758248181,0.11290322580645161
58,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,26,affect,0.3613607529419155,0.46774193548387094
59,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,train,26,no_difference,0.033299730561722675,0.0
60,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,0,cause,0.06267219941896746,0.016129032258064516
61,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,0,enable,0.06267219941896746,0.016129032258064516
62,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,0,affect,0.06267219941896746,0.016129032258064516
63,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,0,no_difference,0.8119834017430976,0.9516129032258065
64,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,1,cause,0.03582678675795443,0.03225806451612903
65,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,1,enable,0.4641732132420456,0.7580645161290323
66,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,1,affect,0.4641732132420456,0.11290322580645161
67,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,1,no_difference,0.03582678675795443,0.0967741935483871
68,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,5,cause,0.32497243290244293,0.8225806451612904
69,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,5,enable,0.32497243290244304,0.0967741935483871
70,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,5,affect,0.32497243290244304,0.06451612903225806
71,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,5,no_difference,0.025082701292670928,0.016129032258064516
72,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,7,cause,0.035826786757954414,0.016129032258064516
73,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,7,enable,0.4641732132420456,0.7258064516129032
74,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,7,affect,0.4641732132420456,0.04838709677419355
75,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,7,no_difference,0.035826786757954414,0.20967741935483872
76,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,8,cause,0.14850151221291907,0.4032258064516129
77,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,8,enable,0.1800254196403037,0.25806451612903225
78,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,8,affect,0.5444046537668229,0.3064516129032258
79,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,8,no_difference,0.12706841437995423,0.03225806451612903
80,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,9,cause,0.30463613021594954,0.6451612903225806
81,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,9,enable,0.3046361302159497,0.11290322580645161
82,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,9,affect,0.3582162453771764,0.16129032258064516
83,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,9,no_difference,0.032511494190924396,0.08064516129032258
84,0,semantics,1.1,0.8676926035848816,1.0,2.561561939884497,test,11,cause,0.25356005882153976,0.1935483870967742
