,split,model,unoise,cause_soft,nap,so,use,trial,verb,model_pred,data_val
0,0,full,1.3,,0.3017867135929121,35.55995565716324,train,2,cause,0.06409702184738031,0.0967741935483871
1,0,full,1.3,,0.3017867135929121,35.55995565716324,train,2,enable,0.06603923101607838,0.03225806451612903
2,0,full,1.3,,0.3017867135929121,35.55995565716324,train,2,affect,0.20364478687480103,0.24193548387096775
3,0,full,1.3,,0.3017867135929121,35.55995565716324,train,2,no_difference,0.6662189602617403,0.6290322580645161
4,0,full,1.3,,0.3017867135929121,35.55995565716324,train,3,cause,0.20702898414084167,0.4838709677419355
5,0,full,1.3,,0.3017867135929121,35.55995565716324,train,3,enable,0.18608537956437715,0.11290322580645161
6,0,full,1.3,,0.3017867135929121,35.55995565716324,train,3,affect,0.38762993759227565,0.3548387096774194
7,0,full,1.3,,0.3017867135929121,35.55995565716324,train,3,no_difference,0.21925569870250544,0.04838709677419355
8,0,full,1.3,,0.3017867135929121,35.55995565716324,train,4,cause,0.12045370041450155,0.03225806451612903
9,0,full,1.3,,0.3017867135929121,35.55995565716324,train,4,enable,0.1196858598611225,0.0967741935483871
10,0,full,1.3,,0.3017867135929121,35.55995565716324,train,4,affect,0.3505161362817347,0.2903225806451613
11,0,full,1.3,,0.3017867135929121,35.55995565716324,train,4,no_difference,0.4093443034426412,0.5806451612903226
12,0,full,1.3,,0.3017867135929121,35.55995565716324,train,6,cause,0.44066000687236306,0.3064516129032258
13,0,full,1.3,,0.3017867135929121,35.55995565716324,train,6,enable,0.27155682814893073,0.1935483870967742
14,0,full,1.3,,0.3017867135929121,35.55995565716324,train,6,affect,0.2001571539339378,0.43548387096774194
15,0,full,1.3,,0.3017867135929121,35.55995565716324,train,6,no_difference,0.08762601104476846,0.06451612903225806
16,0,full,1.3,,0.3017867135929121,35.55995565716324,train,10,cause,0.38711310170298774,0.2903225806451613
17,0,full,1.3,,0.3017867135929121,35.55995565716324,train,10,enable,0.26410083124750755,0.1935483870967742
18,0,full,1.3,,0.3017867135929121,35.55995565716324,train,10,affect,0.24551714020201795,0.4838709677419355
19,0,full,1.3,,0.3017867135929121,35.55995565716324,train,10,no_difference,0.10326892684748681,0.03225806451612903
20,0,full,1.3,,0.3017867135929121,35.55995565716324,train,14,cause,0.44199520660242975,0.24193548387096775
21,0,full,1.3,,0.3017867135929121,35.55995565716324,train,14,enable,0.2716439625351367,0.3709677419354839
22,0,full,1.3,,0.3017867135929121,35.55995565716324,train,14,affect,0.19907826904598927,0.3709677419354839
23,0,full,1.3,,0.3017867135929121,35.55995565716324,train,14,no_difference,0.08728256181644428,0.016129032258064516
24,0,full,1.3,,0.3017867135929121,35.55995565716324,train,17,cause,0.18576117062249195,0.06451612903225806
25,0,full,1.3,,0.3017867135929121,35.55995565716324,train,17,enable,0.17161681353930483,0.1774193548387097
