,split,use,model,beta,trial,verb,model_pred,data_val
137,3,test,regression,2.6449001549452356,20,no_difference,0.4729926722249914,0.2886
138,3,test,regression,2.6449001549452356,32,enabled,0.36841887012271707,0.7004
139,3,test,regression,2.6449001549452356,12,caused,0.8820935752764241,0.6706
140,3,test,regression,2.6449001549452356,11,caused,0.6543749288248903,0.539
141,3,test,regression,2.6449001549452356,8,affected,0.3685839932235041,0.1424
142,3,test,regression,2.6449001549452356,13,caused,0.30635779756277026,0.3462
143,3,test,regression,2.6449001549452356,7,affected,0.3685839932235041,0.1922
144,4,train,regression,1.6388712603074087,35,enabled,0.47133080141218264,0.7284
145,4,train,regression,1.6388712603074087,12,caused,0.7767725920464973,0.6706
146,4,train,regression,1.6388712603074087,4,affected,0.6150704254045862,0.4196
147,4,train,regression,1.6388712603074087,31,enabled,0.41241020359008407,0.2504
148,4,train,regression,1.6388712603074087,21,no_difference,0.3253892069737246,0.1978
149,4,train,regression,1.6388712603074087,11,caused,0.5976129137420625,0.539
150,4,train,regression,1.6388712603074087,3,affected,0.6646671026434327,0.4784
151,4,train,regression,1.6388712603074087,34,enabled,0.4432123770719286,0.1744
152,4,train,regression,1.6388712603074087,26,no_difference,0.19316639781410647,0.1842
153,4,train,regression,1.6388712603074087,14,caused,0.630041491451865,0.6836
154,4,train,regression,1.6388712603074087,27,enabled,0.5593540769276196,0.5834
155,4,train,regression,1.6388712603074087,9,caused,0.39063621125141545,0.4966
156,4,train,regression,1.6388712603074087,8,affected,0.41737784944946926,0.1424
157,4,train,regression,1.6388712603074087,19,no_difference,0.5,0.4882
158,4,train,regression,1.6388712603074087,29,enabled,0.47874514785714006,0.4366
159,4,train,regression,1.6388712603074087,0,affected,0.5194220082161305,0.6858
160,4,train,regression,1.6388712603074087,23,no_difference,0.37283239819573716,0.282
161,4,train,regression,1.6388712603074087,1,affected,0.44832460642001604,0.4442
162,4,test,regression,1.6388712603074087,24,no_difference,0.7007437138837677,0.723
163,4,test,regression,1.6388712603074087,13,caused,0.3760456010323068,0.3462
164,4,test,regression,1.6388712603074087,25,no_difference,0.2293986921302471,0.234
165,4,test,regression,1.6388712603074087,28,enabled,0.4998066998852001,0.502
166,4,test,regression,1.6388712603074087,20,no_difference,0.4832552899286189,0.2886
167,4,test,regression,1.6388712603074087,10,caused,0.5151999640054084,0.5508
168,4,test,regression,1.6388712603074087,17,caused,0.369580887792341,0.2198
169,4,test,regression,1.6388712603074087,5,affected,0.39464716839942865,0.2108
170,4,test,regression,1.6388712603074087,15,caused,0.40088464253836836,0.1278
171,4,test,regression,1.6388712603074087,33,enabled,0.5906264696925979,0.781
172,4,test,regression,1.6388712603074087,16,caused,0.3101610816435696,0.1916
173,4,test,regression,1.6388712603074087,30,enabled,0.6243340257455537,0.7934
174,4,test,regression,1.6388712603074087,7,affected,0.41737784944946926,0.1922
175,4,test,regression,1.6388712603074087,2,affected,0.46518026077120184,0.6936
176,4,test,regression,1.6388712603074087,6,affected,0.41737784944946926,0.2102
177,4,test,regression,1.6388712603074087,22,no_difference,0.3082718680618539,0.197
