,split,model,unoise,cause_soft,nap,so,use,trial,verb,model_pred,data_val
0,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,2,cause,0.05862483875761583,0.0967741935483871
1,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,2,enable,0.06099176111475426,0.03225806451612903
2,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,2,affect,0.23778950986357636,0.24193548387096775
3,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,2,no_difference,0.6425938902640537,0.6290322580645161
4,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,3,cause,0.22644540245873998,0.4838709677419355
5,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,3,enable,0.15857378075472425,0.11290322580645161
6,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,3,affect,0.3960021138473923,0.3548387096774194
7,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,3,no_difference,0.21897870293914337,0.04838709677419355
8,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,4,cause,0.1001761244674074,0.03225806451612903
9,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,4,enable,0.09602474752461874,0.0967741935483871
10,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,4,affect,0.3578795097210806,0.2903225806451613
11,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,4,no_difference,0.4459196182868932,0.5806451612903226
12,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,6,cause,0.3072730315560785,0.3064516129032258
13,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,6,enable,0.37116339918554225,0.1935483870967742
14,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,6,affect,0.23687606820270382,0.43548387096774194
15,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,6,no_difference,0.08468750105567543,0.06451612903225806
16,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,10,cause,0.2792558545204709,0.2903225806451613
17,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,10,enable,0.3320642781089852,0.1935483870967742
18,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,10,affect,0.2900042536765034,0.4838709677419355
19,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,10,no_difference,0.0986756136940405,0.03225806451612903
20,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,14,cause,0.3074949274545629,0.24193548387096775
21,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,14,enable,0.3714799447855305,0.3709677419354839
22,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,14,affect,0.23644261301822705,0.3709677419354839
23,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,14,no_difference,0.08458251474167951,0.016129032258064516
24,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,17,cause,0.11035206259483675,0.06451612903225806
25,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,17,enable,0.14495451462812228,0.1774193548387097
26,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,17,affect,0.46583067656504207,0.6612903225806451
27,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,17,no_difference,0.27886274621199886,0.0967741935483871
28,0,full,1.1,0.6363611281143379,0.27523088919392336,37.89149323176906,train,19,cause,0.28832198611587107,0.25806451612903225
