,split,use,model,beta,trial,verb,model_pred,data_val
0,0,train,full,15.604176248697335,30,enabled,0.6758998777834876,0.7934
1,0,train,full,15.604176248697335,34,enabled,0.2562707308750803,0.1744
2,0,train,full,15.604176248697335,28,enabled,0.5000001185069414,0.502
3,0,train,full,15.604176248697335,3,affected,0.5507134523678684,0.4784
4,0,train,full,15.604176248697335,19,no_difference,0.5,0.4882
5,0,train,full,15.604176248697335,17,caused,0.3825237985149848,0.2198
6,0,train,full,15.604176248697335,21,no_difference,0.27378785573871933,0.1978
7,0,train,full,15.604176248697335,23,no_difference,0.30973126382772126,0.282
8,0,train,full,15.604176248697335,29,enabled,0.500355114937489,0.4366
9,0,train,full,15.604176248697335,26,no_difference,0.10930867239788351,0.1842
10,0,train,full,15.604176248697335,27,enabled,0.5,0.5834
11,0,train,full,15.604176248697335,33,enabled,0.6518597159207055,0.781
12,0,train,full,15.604176248697335,24,no_difference,0.8824796877041737,0.723
13,0,train,full,15.604176248697335,25,no_difference,0.14548113591477854,0.234
14,0,train,full,15.604176248697335,4,affected,0.5592030117924199,0.4196
15,0,train,full,15.604176248697335,2,affected,0.4274709292732193,0.6936
16,0,train,full,15.604176248697335,14,caused,0.6174741256117979,0.6836
17,0,train,full,15.604176248697335,10,caused,0.4947937565798424,0.5508
18,0,test,full,15.604176248697335,32,enabled,0.5957274868449179,0.7004
19,0,test,full,15.604176248697335,22,no_difference,0.27357745111133824,0.197
20,0,test,full,15.604176248697335,31,enabled,0.3781610084858942,0.2504
21,0,test,full,15.604176248697335,20,no_difference,0.4769854579693648,0.2886
22,0,test,full,15.604176248697335,18,no_difference,0.43357143538532644,0.2762
23,0,test,full,15.604176248697335,6,affected,0.290172020068965,0.2102
24,0,test,full,15.604176248697335,13,caused,0.39040235936833295,0.3462
25,0,test,full,15.604176248697335,7,affected,0.290172020068965,0.1922
26,0,test,full,15.604176248697335,35,enabled,0.6737803556643363,0.7284
27,0,test,full,15.604176248697335,1,affected,0.4467837334181137,0.4442
28,0,test,full,15.604176248697335,16,caused,0.2665814023945394,0.1916
29,0,test,full,15.604176248697335,0,affected,0.5610458651387072,0.6858
30,0,test,full,15.604176248697335,15,caused,0.2408925054528806,0.1278
31,0,test,full,15.604176248697335,5,affected,0.37078717136590733,0.2108
32,0,test,full,15.604176248697335,11,caused,0.5137022120351108,0.539
33,0,test,full,15.604176248697335,9,caused,0.5137045201420659,0.4966
34,0,test,full,15.604176248697335,8,affected,0.290172020068965,0.1424
35,0,test,full,15.604176248697335,12,caused,0.6302261937824625,0.6706
36,1,train,full,23.032749050364853,16,caused,0.18334749520047722,0.1916
37,1,train,full,23.032749050364853,31,enabled,0.32428766916743196,0.2504
38,1,train,full,23.032749050364853,26,no_difference,0.04325111385119678,0.1842
39,1,train,full,23.032749050364853,22,no_difference,0.1913216569541415,0.197
40,1,train,full,23.032749050364853,5,affected,0.31418990291829096,0.2108
41,1,train,full,23.032749050364853,14,caused,0.6696935471096375,0.6836
42,1,train,full,23.032749050364853,35,enabled,0.7447181664227248,0.7284
43,1,train,full,23.032749050364853,30,enabled,0.7474192502112477,0.7934
44,1,train,full,23.032749050364853,28,enabled,0.5000001749237253,0.502
45,1,train,full,23.032749050364853,2,affected,0.3938226233201864,0.6936
46,1,train,full,23.032749050364853,9,caused,0.5202227667545453,0.4966
47,1,train,full,23.032749050364853,29,enabled,0.5005241719580533,0.4366
48,1,train,full,23.032749050364853,34,enabled,0.17183743183043063,0.1744
49,1,train,full,23.032749050364853,18,no_difference,0.40262404743614016,0.2762
50,1,train,full,23.032749050364853,27,enabled,0.5,0.5834
51,1,train,full,23.032749050364853,12,caused,0.6871907050552678,0.6706
52,1,train,full,23.032749050364853,11,caused,0.5202193628584594,0.539
53,1,train,full,23.032749050364853,20,no_difference,0.46605734691008477,0.2886
54,1,test,full,23.032749050364853,4,affected,0.5869078107224607,0.4196
55,1,test,full,23.032749050364853,23,no_difference,0.23453448974277893,0.282
56,1,test,full,23.032749050364853,33,enabled,0.7162268946303206,0.781
57,1,test,full,23.032749050364853,21,no_difference,0.19156350127883753,0.1978
58,1,test,full,23.032749050364853,6,affected,0.2107500215111019,0.2102
59,1,test,full,23.032749050364853,3,affected,0.5745545191954694,0.4784
60,1,test,full,23.032749050364853,7,affected,0.2107500215111019,0.1922
61,1,test,full,23.032749050364853,32,enabled,0.6392847293094921,0.7004
62,1,test,full,23.032749050364853,25,no_difference,0.06828364401053907,0.234
63,1,test,full,23.032749050364853,10,caused,0.49231558346692467,0.5508
64,1,test,full,23.032749050364853,15,caused,0.15522242004119785,0.1278
65,1,test,full,23.032749050364853,19,no_difference,0.5,0.4882
66,1,test,full,23.032749050364853,13,caused,0.34124183585768664,0.3462
67,1,test,full,23.032749050364853,24,no_difference,0.9514746701076856,0.723
68,1,test,full,23.032749050364853,8,affected,0.2107500215111019,0.1424
69,1,test,full,23.032749050364853,17,caused,0.33030358330704457,0.2198
70,1,test,full,23.032749050364853,0,affected,0.5895819119338181,0.6858
71,1,test,full,23.032749050364853,1,affected,0.421797986186139,0.4442
72,2,train,full,24.504869726813975,18,no_difference,0.396574097138499,0.2762
73,2,train,full,24.504869726813975,28,enabled,0.5000001861038426,0.502
74,2,train,full,24.504869726813975,11,caused,0.5215101209085293,0.539
75,2,train,full,24.504869726813975,35,enabled,0.7575082385893859,0.7284
76,2,train,full,24.504869726813975,30,enabled,0.7602837036572696,0.7934
77,2,train,full,24.504869726813975,4,affected,0.5923390718621279,0.4196
78,2,train,full,24.504869726813975,13,caused,0.3318553243396711,0.3462
79,2,train,full,24.504869726813975,31,enabled,0.3140918594405406,0.2504
80,2,train,full,24.504869726813975,21,no_difference,0.17771413938487832,0.1978
81,2,train,full,24.504869726813975,16,caused,0.16948135202425324,0.1916
82,2,train,full,24.504869726813975,34,enabled,0.15800119261296322,0.1744
83,2,train,full,24.504869726813975,12,caused,0.6979004321212615,0.6706
84,2,train,full,24.504869726813975,1,affected,0.41688958252830827,0.4442
85,2,train,full,24.504869726813975,17,caused,0.3203883469617608,0.2198
86,2,train,full,24.504869726813975,20,no_difference,0.46389525062766684,0.2886
87,2,train,full,24.504869726813975,32,enabled,0.6476753797216083,0.7004
88,2,train,full,24.504869726813975,26,no_difference,0.03576278295716035,0.1842
89,2,train,full,24.504869726813975,14,caused,0.6796086478488276,0.6836
90,2,test,full,24.504869726813975,24,no_difference,0.9595396541389101,0.723
91,2,test,full,24.504869726813975,29,enabled,0.5005576739840186,0.4366
92,2,test,full,24.504869726813975,7,affected,0.19705498589715306,0.1922
