,split,model,unoise,cause_soft,nap,so,use,trial,verb,model_pred,data_val
0,0,semantics,1.1,,1.0,2.562186037995932,train,2,cause,0.0358060350093006,0.0967741935483871
1,0,semantics,1.1,,1.0,2.562186037995932,train,2,enable,0.0358060350093006,0.03225806451612903
2,0,semantics,1.1,,1.0,2.562186037995932,train,2,affect,0.46419396499069937,0.24193548387096775
3,0,semantics,1.1,,1.0,2.562186037995932,train,2,no_difference,0.46419396499069937,0.6290322580645161
4,0,semantics,1.1,,1.0,2.562186037995932,train,3,cause,0.13229479681943962,0.4838709677419355
5,0,semantics,1.1,,1.0,2.562186037995932,train,3,enable,0.13229479681943962,0.11290322580645161
6,0,semantics,1.1,,1.0,2.562186037995932,train,3,affect,0.5554935084062175,0.3548387096774194
7,0,semantics,1.1,,1.0,2.562186037995932,train,3,no_difference,0.17991689795490312,0.04838709677419355
8,0,semantics,1.1,,1.0,2.562186037995932,train,4,cause,0.06434380499079959,0.03225806451612903
9,0,semantics,1.1,,1.0,2.562186037995932,train,4,enable,0.06434380499079959,0.0967741935483871
10,0,semantics,1.1,,1.0,2.562186037995932,train,4,affect,0.5320090815372639,0.2903225806451613
11,0,semantics,1.1,,1.0,2.562186037995932,train,4,no_difference,0.339303308481137,0.5806451612903226
12,0,semantics,1.1,,1.0,2.562186037995932,train,6,cause,0.3246650267979272,0.3064516129032258
13,0,semantics,1.1,,1.0,2.562186037995932,train,6,enable,0.3246650267979272,0.1935483870967742
14,0,semantics,1.1,,1.0,2.562186037995932,train,6,affect,0.3254979455873991,0.43548387096774194
15,0,semantics,1.1,,1.0,2.562186037995932,train,6,no_difference,0.025172000816746667,0.06451612903225806
16,0,semantics,1.1,,1.0,2.562186037995932,train,10,cause,0.2874025911738517,0.2903225806451613
17,0,semantics,1.1,,1.0,2.562186037995932,train,10,enable,0.2874025911738517,0.1935483870967742
18,0,semantics,1.1,,1.0,2.562186037995932,train,10,affect,0.3853420209159055,0.4838709677419355
19,0,semantics,1.1,,1.0,2.562186037995932,train,10,no_difference,0.039852796736391145,0.03225806451612903
20,0,semantics,1.1,,1.0,2.562186037995932,train,14,cause,0.3249762691788685,0.24193548387096775
21,0,semantics,1.1,,1.0,2.562186037995932,train,14,enable,0.3249762691788685,0.3709677419354839
22,0,semantics,1.1,,1.0,2.562186037995932,train,14,affect,0.3249795997945741,0.3709677419354839
23,0,semantics,1.1,,1.0,2.562186037995932,train,14,no_difference,0.02506786184768893,0.016129032258064516
24,0,semantics,1.1,,1.0,2.562186037995932,train,17,cause,0.11403230170253784,0.06451612903225806
25,0,semantics,1.1,,1.0,2.562186037995932,train,17,enable,0.11403230170253784,0.1774193548387097
26,0,semantics,1.1,,1.0,2.562186037995932,train,17,affect,0.5598884929490323,0.6612903225806451
27,0,semantics,1.1,,1.0,2.562186037995932,train,17,no_difference,0.21204690364589193,0.0967741935483871
28,0,semantics,1.1,,1.0,2.562186037995932,train,19,cause,0.2990732840016746,0.25806451612903225
29,0,semantics,1.1,,1.0,2.562186037995932,train,19,enable,0.2990732840016746,0.2903225806451613
30,0,semantics,1.1,,1.0,2.562186037995932,train,19,affect,0.3670966227326888,0.3548387096774194
31,0,semantics,1.1,,1.0,2.562186037995932,train,19,no_difference,0.03475680926396194,0.0967741935483871
32,0,semantics,1.1,,1.0,2.562186037995932,train,20,cause,0.17188993704834699,0.1774193548387097
33,0,semantics,1.1,,1.0,2.562186037995932,train,20,enable,0.17188993704834699,0.06451612903225806
34,0,semantics,1.1,,1.0,2.562186037995932,train,20,affect,0.5301122973894647,0.5806451612903226
35,0,semantics,1.1,,1.0,2.562186037995932,train,20,no_difference,0.1261078285138413,0.1774193548387097
36,0,semantics,1.1,,1.0,2.562186037995932,train,21,cause,0.3249775185349994,0.24193548387096775
37,0,semantics,1.1,,1.0,2.562186037995932,train,21,enable,0.3249775185349994,0.4838709677419355
38,0,semantics,1.1,,1.0,2.562186037995932,train,21,affect,0.3249775185349994,0.24193548387096775
39,0,semantics,1.1,,1.0,2.562186037995932,train,21,no_difference,0.025067444395001918,0.03225806451612903
40,0,semantics,1.1,,1.0,2.562186037995932,train,22,cause,0.0626404460076139,0.0
41,0,semantics,1.1,,1.0,2.562186037995932,train,22,enable,0.0626404460076139,0.016129032258064516
42,0,semantics,1.1,,1.0,2.562186037995932,train,22,affect,0.0626404460076139,0.0
43,0,semantics,1.1,,1.0,2.562186037995932,train,22,no_difference,0.8120786619771583,0.9838709677419355
44,0,semantics,1.1,,1.0,2.562186037995932,train,23,cause,0.0626404460076139,0.016129032258064516
45,0,semantics,1.1,,1.0,2.562186037995932,train,23,enable,0.0626404460076139,0.016129032258064516
46,0,semantics,1.1,,1.0,2.562186037995932,train,23,affect,0.0626404460076139,0.0
47,0,semantics,1.1,,1.0,2.562186037995932,train,23,no_difference,0.8120786619771583,0.967741935483871
48,0,semantics,1.1,,1.0,2.562186037995932,train,24,cause,0.3249775185349994,0.1774193548387097
49,0,semantics,1.1,,1.0,2.562186037995932,train,24,enable,0.3249775185349994,0.2903225806451613
50,0,semantics,1.1,,1.0,2.562186037995932,train,24,affect,0.3249775185349994,0.5
51,0,semantics,1.1,,1.0,2.562186037995932,train,24,no_difference,0.025067444395001918,0.03225806451612903
52,0,semantics,1.1,,1.0,2.562186037995932,train,25,cause,0.0358060350093006,0.016129032258064516
53,0,semantics,1.1,,1.0,2.562186037995932,train,25,enable,0.46419396499069937,0.7741935483870968
54,0,semantics,1.1,,1.0,2.562186037995932,train,25,affect,0.46419396499069937,0.04838709677419355
55,0,semantics,1.1,,1.0,2.562186037995932,train,25,no_difference,0.0358060350093006,0.16129032258064516
56,0,semantics,1.1,,1.0,2.562186037995932,train,26,cause,0.3026704535576901,0.41935483870967744
57,0,semantics,1.1,,1.0,2.562186037995932,train,26,enable,0.3026704535576901,0.11290322580645161
58,0,semantics,1.1,,1.0,2.562186037995932,train,26,affect,0.3613771874968845,0.46774193548387094
59,0,semantics,1.1,,1.0,2.562186037995932,train,26,no_difference,0.03328190538773521,0.0
