,split,model,caused_version,enabled_version,affected_version,model_params,trial,verb,model_pred,data_val,use
172,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",11,affected,0.2693008774850458,0.25806451612903225,train
173,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",13,affected,0.2619073892038823,0.20967741935483872,test
174,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",11,didn't affect,3.692759391379355e-05,0.016129032258064516,train
175,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",13,didn't affect,0.0,0.016129032258064516,test
176,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",14,caused,0.3250205003597297,0.24193548387096775,train
177,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",17,caused,0.027147785202357753,0.06451612903225806,test
178,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",14,enabled,0.41300511647919186,0.3709677419354839,train
179,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",17,enabled,0.1640954623628521,0.1774193548387097,test
180,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",14,affected,0.26197438221800695,0.3709677419354839,train
181,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",17,affected,0.6021739907009056,0.6612903225806451,test
182,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",14,didn't affect,9.430715531911367e-10,0.016129032258064516,train
183,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",17,didn't affect,0.20658276173388443,0.0967741935483871,test
184,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",15,caused,0.6959820781374819,0.6612903225806451,train
185,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",20,caused,0.5956326806428364,0.1774193548387097,test
186,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",15,enabled,0.1859196287851406,0.14516129032258066,train
187,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",20,enabled,0.15911301505602723,0.06451612903225806,test
188,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",15,affected,0.1180982765740421,0.1935483870967742,train
189,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",20,affected,0.2248895727651322,0.5806451612903226,test
190,1,full,and_hmu_or_ws,or_ws,or_whs,"[1.4, 0.3, 0.5, 0.5, 1.5, None]",15,didn't affect,1.6503335278085228e-08,0.0,train
