participant,trial,response
60,1,enable
60,2,no_difference
60,3,cause
60,4,affect
60,5,cause
60,6,enable
60,7,enable
60,8,enable
60,9,cause
60,10,enable
60,11,enable
60,12,cause
60,13,enable
60,14,cause
60,15,cause
60,16,cause
60,17,affect
60,18,enable
60,19,affect
60,20,affect
60,21,enable
60,22,no_difference
60,23,no_difference
60,24,enable
60,25,enable
60,26,cause
60,27,cause
60,28,affect
60,29,no_difference
60,30,no_difference
61,0,no_difference
61,1,enable
61,2,no_difference
61,3,cause
61,4,no_difference
61,5,cause
61,6,enable
61,7,enable
61,8,affect
61,9,cause
61,10,enable
61,11,enable
61,12,cause
61,13,cause
61,14,enable
61,15,cause
61,16,cause
61,17,enable
61,18,enable
61,19,no_difference
61,20,no_difference
61,21,enable
61,22,no_difference
61,23,no_difference
61,24,enable
61,25,enable
61,26,enable
61,27,enable
61,28,no_difference
61,29,no_difference
61,30,no_difference
62,0,no_difference
62,1,enable
62,2,no_difference
62,3,cause
62,4,enable
62,5,cause
62,6,affect
62,7,no_difference
62,8,cause
62,9,cause
62,10,cause
62,11,cause
62,12,enable
62,13,cause
62,14,cause
62,15,cause
62,16,cause
62,17,enable
62,18,enable
62,19,cause
62,20,cause
62,21,cause
62,22,no_difference
62,23,no_difference
62,24,enable
62,25,enable
62,26,affect
62,27,cause
62,28,affect
62,29,no_difference
62,30,no_difference
63,0,enable
63,1,no_difference
63,2,cause
63,3,affect
63,4,cause
63,5,affect
63,6,cause
63,7,no_difference
63,8,no_difference
63,9,affect
63,10,enable
63,11,affect
63,12,affect
63,13,cause
63,14,enable
63,15,affect
63,16,cause
63,17,cause
63,18,cause
63,19,affect
63,20,affect
63,21,cause
63,22,affect
63,23,affect
63,24,affect
63,25,affect
63,26,cause
63,27,affect
63,28,affect
63,29,affect
63,30,cause
